ID,Name,Description,Extended_Description,Related_Weakness,Language,Technology,Likelihood_Of_Exploit,Consequence,CVE_Example
CWE-479,Signal Handler Use of a Non-reentrant Function,The product defines a signal handler that calls a non-reentrant function.,"Non-reentrant functions are functions that cannot safely be called, interrupted, and then recalled before the first call has finished without resulting in memory corruption. This can lead to an unexpected system state and unpredictable results with a variety of potential consequences depending on context, including denial of service and code execution. Many functions are not reentrant, but some of them can result in the corruption of memory if they are used in a signal handler. The function call syslog() is an example of this. In order to perform its functionality, it allocates a small amount of memory as ""scratch space."" If syslog() is suspended by a signal call and the signal handler calls syslog(), the memory used by both of these functions enters an undefined, and possibly, exploitable state. Implementations of malloc() and free() manage metadata in global structures in order to track which memory is allocated versus which memory is available, but they are non-reentrant. Simultaneous calls to these functions can cause corruption of the metadata.",ChildOf:828;ChildOf:663;CanPrecede:123,C;C++,,Low,Integrity;Confidentiality;Availability,CVE-2005-0893;CVE-2004-2259
CWE-48,Path Equivalence: 'file name' (Internal Whitespace),"The product accepts path input in the form of internal space ('file(SPACE)name') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,ChildOf:41,Not Language-Specific,,,Confidentiality;Integrity,CVE-2000-0293;CVE-2001-1567
CWE-480,Use of Incorrect Operator,"The product accidentally uses the wrong operator, which changes the logic in security-relevant ways.",These types of errors are generally the result of a typo by the programmer.,ChildOf:670,C;C++;Perl;Not Language-Specific,,Low,Other,CVE-2022-3979;CVE-2021-3116
CWE-481,Assigning instead of Comparing,The code uses an operator for assignment when the intention was to perform a comparison.,"In many languages the compare statement is very close in appearance to the assignment statement and are often confused. This bug is generally the result of a typo and usually causes obvious problems with program execution. If the comparison is in an if statement, the if statement will usually evaluate the value of the right-hand side of the predicate.",ChildOf:480;CanPrecede:697,C;C++;Java;C#,,Low,Other,
CWE-482,Comparing instead of Assigning,The code uses an operator for comparison when the intention was to perform an assignment.,"In many languages, the compare statement is very close in appearance to the assignment statement; they are often confused.",ChildOf:480,C;C++,,Low,Availability;Integrity,
CWE-483,Incorrect Block Delimitation,"The code does not explicitly delimit a block that is intended to contain 2 or more statements, creating a logic error.","In some languages, braces (or other delimiters) are optional for blocks. When the delimiter is omitted, it is possible to insert a logic error in which a statement is thought to be in a block but is not. In some cases, the logic error can have security implications.",ChildOf:670,C;C++,,Low,Confidentiality;Integrity;Availability,CVE-2014-1266
CWE-484,Omitted Break Statement in Switch,"The product omits a break statement within a switch or similar construct, causing code associated with multiple conditions to execute. This can cause problems when the programmer only intended to execute code associated with one condition.",This can lead to critical code executing in situations where it should not.,ChildOf:710;ChildOf:670,C;C++;Java;C#;PHP;Not Language-Specific,,Medium,Other,
CWE-486,Comparison of Classes by Name,"The product compares classes by name, which can cause it to use the wrong class when multiple classes can have the same name.","If the decision to trust the methods and data of an object is based on the name of a class, it is possible for malicious users to send objects of the same name as trusted classes and thereby gain the trust afforded to known classes and types.",ChildOf:1025,Java,,High,Integrity;Confidentiality;Availability,
CWE-487,Reliance on Package-level Scope,"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice.",The purpose of package scope is to prevent accidental access by other parts of a program. This is an ease-of-software-development feature but not a security feature.,ChildOf:664,Java,,Medium,Confidentiality;Integrity,
CWE-488,Exposure of Data Element to Wrong Session,"The product does not sufficiently enforce boundaries between the states of different sessions, causing data to be provided to, or used by, the wrong session.","Data can ""bleed"" from one session to another through member variables of singleton objects, such as Servlets, and objects from a shared pool. In the case of Servlets, developers sometimes do not understand that, unless a Servlet implements the SingleThreadModel interface, the Servlet is a singleton; there is only one instance of the Servlet, and that single instance is used and re-used to handle multiple requests that are processed simultaneously by different threads. A common result is that developers use Servlet member fields in such a way that one user may inadvertently see another user's data. In other words, storing user data in Servlet member fields introduces a data access race condition.",ChildOf:668,Not Language-Specific,,,Confidentiality,
CWE-489,Active Debug Code,The product is released with debugging code still enabled or active.,,ChildOf:710;CanPrecede:215,Not Language-Specific,Not Technology-Specific;ICS/OT,,Confidentiality;Integrity;Availability;Access Control;Other,
CWE-49,Path Equivalence: 'filename/' (Trailing Slash),"The product accepts path input in the form of trailing slash ('filedir/') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,ChildOf:41;ChildOf:162,Not Language-Specific,Not Technology-Specific;Web Based,,Confidentiality;Integrity,CVE-2002-0253;CVE-2001-0446;CVE-2004-0334;CVE-2001-0893;CVE-2001-0892;CVE-2004-1814
CWE-491,Public cloneable() Method Without Final ('Object Hijack'),"A class has a cloneable() method that is not declared final, which allows an object to be created without calling the constructor. This can cause the object to be in an unexpected state.",,ChildOf:668,Java,,,Integrity;Other,
CWE-492,Use of Inner Class Containing Sensitive Data,Inner classes are translated into classes that are accessible at package scope and may expose code that the programmer intended to keep private to attackers.,"Inner classes quietly introduce several security concerns because of the way they are translated into Java bytecode. In Java source code, it appears that an inner class can be declared to be accessible only by the enclosing class, but Java bytecode has no concept of an inner class, so the compiler must transform an inner class declaration into a peer class with package level access to the original outer class. More insidiously, since an inner class can access private fields in its enclosing class, once an inner class becomes a peer class in bytecode, the compiler converts private fields accessed by the inner class into protected fields.",ChildOf:668,Java,,Medium,Confidentiality,
CWE-493,Critical Public Variable Without Final Modifier,"The product has a critical public variable that is not final, which allows the variable to be modified to contain unexpected values.","If a field is non-final and public, it can be changed once the value is set by any function that has access to the class which contains the field. This could lead to a vulnerability if other parts of the program make assumptions about the contents of that field.",ChildOf:668,Object-Oriented;Java;C++,,High,Integrity;Confidentiality,
CWE-494,Download of Code Without Integrity Check,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,"An attacker can execute malicious code by compromising the host server, performing DNS spoofing, or modifying the code in transit.",ChildOf:345;ChildOf:669;ChildOf:669,Not Language-Specific,,Medium,Integrity;Availability;Confidentiality;Other,CVE-2019-9534;CVE-2021-22909;CVE-2008-3438;CVE-2008-3324;CVE-2001-1125;CVE-2002-0671
